,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
192607,   12.07,    5.42,    1.87,    1.52,    3.07,    5.41,    1.79,    2.42,    0.58,    4.38,    1.21,   11.38,    1.68,    1.51,    2.13,    2.40,    2.45,    0.59,    0.56
192608,   -9.73,    2.66,    2.66,    5.63,    1.01,    4.01,    2.01,    4.59,    7.12,    0.15,    2.21,    6.42,    2.37,    1.52,    2.62,    4.76,    4.18,    8.36,    3.88
192609,  -15.16,    1.33,    0.09,   -0.71,   -0.98,    3.05,   -0.26,   -0.18,   -1.46,    0.00,   -2.32,    6.33,    0.73,   -0.81,    0.41,   -0.27,    0.04,   -2.16,    0.44
192610,   -5.63,   -3.65,   -2.42,   -3.56,   -2.96,   -2.97,   -2.20,   -4.22,   -4.28,   -3.88,   -1.66,   -5.03,   -1.41,   -2.30,   -2.08,   -4.81,   -2.84,   -5.46,   -1.17
192611,    5.58,    3.21,    2.96,    2.94,    4.24,    2.57,    1.90,    3.98,    2.48,    6.04,    1.77,    1.11,    3.63,    1.98,    1.81,    4.23,    3.39,    2.77,    1.75
192612,   -6.13,    2.89,    2.59,    2.52,    1.57,    3.34,    1.81,    5.21,    2.06,    1.30,    1.95,    5.71,    1.69,    0.66,    3.13,    6.17,    2.97,    1.38,    3.81
192701,    0.69,   -0.28,    0.02,    4.07,   -0.37,    0.36,   -0.46,    0.69,    5.51,   -0.55,   -0.10,   -0.10,    0.70,   -1.65,    0.89,   -0.14,    2.68,    4.69,    7.54
192702,   -1.26,    4.99,    3.69,    7.64,    3.70,    5.07,    3.38,    5.50,    9.20,    4.45,    2.65,    7.63,    3.23,    3.78,    2.94,    5.26,    6.08,    8.06,   11.98
192703,  -12.81,    1.17,    0.21,   -2.71,    0.20,    1.56,   -0.42,   -0.16,   -1.95,    0.65,   -0.46,    3.12,    0.39,   -1.78,    1.10,    1.26,   -3.49,   -3.06,    0.67
192704,   -6.16,    2.94,   -0.71,    0.40,    2.20,    0.98,   -0.43,   -0.05,    1.78,    4.00,   -0.43,    4.36,   -1.65,   -1.11,    0.30,    0.35,   -1.04,    2.25,    0.74
192705,    0.76,    5.41,    5.07,    8.50,    5.57,    4.90,    5.25,    6.10,    8.98,    5.74,    5.31,    5.12,    4.71,    5.19,    5.32,    5.33,    7.99,    8.09,   11.00
192706,   23.18,   -0.99,   -2.84,   -2.53,    0.08,   -3.13,   -2.70,   -2.55,   -2.41,    0.93,   -1.21,   -3.03,   -3.21,   -2.69,   -2.71,   -2.51,   -2.65,   -2.13,   -3.03
192707,    3.23,    9.15,    6.72,    6.73,   10.52,    6.09,    6.62,    7.89,    6.92,   11.48,    8.91,    6.67,    4.87,    5.76,    7.83,    8.86,    6.64,    7.49,    6.08
192708,    6.25,    3.97,    0.97,   -1.51,    5.38,    1.42,    0.60,    0.05,   -1.42,    6.79,    2.96,    1.33,    1.61,    1.37,   -0.46,    1.28,   -1.55,    0.25,   -3.89
192709,   -7.35,    5.17,    4.31,    5.02,    5.65,    3.83,    5.28,    3.73,    6.18,    7.14,    3.00,    4.25,    2.97,    6.36,    3.78,    3.21,    4.44,    5.86,    6.68
192710,    1.59,   -3.49,   -4.25,   -6.54,   -4.29,   -2.19,   -3.69,   -5.93,  -10.88,   -3.98,   -4.86,   -1.92,   -2.74,   -3.96,   -3.29,   -7.13,   -4.33,  -11.63,   -9.72
192711,    0.00,    7.05,    6.81,    7.24,    7.01,    7.02,    6.38,    7.25,    9.06,    7.42,    6.25,    7.12,    6.81,    6.31,    6.48,    7.92,    6.37,    8.66,    9.67
192712,    9.38,    2.58,    1.91,    3.31,    2.66,    2.09,    1.85,    2.43,    5.65,    3.30,    1.39,    2.43,    1.36,    1.86,    1.83,    2.64,    2.16,    6.30,    4.68
192801,    0.00,   -0.35,   -0.24,   -1.36,   -0.74,    0.14,   -0.25,   -0.54,   -1.75,   -1.45,    0.70,    0.39,   -0.39,   -0.81,    0.54,   -0.08,   -1.16,   -0.63,   -3.44
192802,  -31.43,   -0.78,   -1.25,   -2.95,   -0.76,   -0.81,   -0.89,   -2.24,   -5.32,   -0.10,   -2.06,   -0.82,   -0.79,   -0.79,   -1.02,   -2.62,   -1.74,   -5.27,   -5.38
192803,   45.83,   12.23,    6.28,    7.98,   15.44,    6.13,    6.68,    5.79,   11.86,   17.32,   11.68,    6.23,    5.92,    7.30,    5.81,    5.59,    6.06,   12.95,   10.16
192804,   -5.71,    2.98,    6.20,    5.43,    1.98,    6.76,    6.09,    3.26,    6.65,    0.95,    4.17,    5.02,   10.67,    8.46,    2.69,    2.10,    4.79,    4.61,    9.91
192805,   -7.58,    2.67,    0.07,    1.00,    2.45,    1.96,   -0.08,    1.30,   -0.28,    3.88,   -0.49,    3.09,   -0.42,   -0.47,    0.51,    1.00,    1.68,   -0.87,    0.60
192806,   42.62,   -3.77,   -4.38,   -5.69,   -3.69,   -4.07,   -3.88,   -5.31,   -7.41,   -3.59,   -3.91,   -3.92,   -4.39,   -3.88,   -3.89,   -5.72,   -4.80,   -8.46,   -5.82
192807,  -10.34,    1.32,    0.10,    0.44,    1.47,   -0.01,    0.26,    0.61,    0.41,    0.82,    3.33,    0.73,   -0.52,   -0.41,    0.65,    0.73,    0.46,    0.53,    0.04
192808,    6.41,    8.70,    5.39,    6.19,    8.73,    6.90,    5.51,    5.06,    6.09,    8.13,   10.38,    8.57,    5.74,    7.53,    4.35,    4.13,    6.27,    5.56,    7.71
192809,    0.00,    3.07,    2.05,    4.65,    3.08,    2.15,    2.53,    1.87,    7.14,    3.19,    2.78,    3.04,    1.51,    3.50,    1.95,    1.16,    2.78,    7.97,    4.67
192810,    1.20,    1.44,    1.47,    2.09,    1.53,    2.33,    1.06,    0.97,    1.27,    1.42,    1.81,    1.11,    3.22,    1.25,    0.96,   -0.42,    2.73,    2.92,   -3.80
192811,   59.52,   11.11,   13.25,   12.79,   11.41,   10.71,   15.34,    9.58,   15.06,   10.71,   13.35,    9.92,   11.26,   18.93,   13.17,    8.39,   11.04,   16.01,   11.97
192812,   -1.49,    0.96,   -0.01,    0.82,    0.86,    1.43,   -0.80,    1.10,   -0.51,    0.87,    0.83,    1.38,    1.46,    0.43,   -1.58,    0.44,    1.88,   -0.54,   -0.41
192901,   -3.03,    6.38,    4.75,    2.41,    6.25,    8.88,    2.13,    3.93,    1.13,    6.40,    5.84,    6.88,   10.28,    2.65,    1.79,    4.38,    3.40,    0.01,    4.87
192902,   -9.38,   -0.54,    0.77,    2.54,   -0.80,    1.01,    0.71,    1.01,    2.25,   -0.41,   -1.86,    0.45,    1.40,    1.05,    0.49,   -0.46,    2.76,    2.56,    1.25
192903,  -13.79,   -1.49,    2.10,   -0.96,   -0.75,   -0.56,    2.86,   -0.77,   -1.85,   -0.15,   -2.42,   -4.36,    2.01,    3.55,    2.41,   -1.19,   -0.29,   -1.32,   -3.56
192904,   16.00,    2.26,    1.15,    2.42,    2.25,    2.30,    0.90,    0.80,    2.59,    1.63,    4.02,    2.31,    2.29,    0.69,    1.04,   -0.50,    2.30,    3.28,    0.29
192905,   17.24,   -5.94,   -4.37,   -7.44,   -5.98,   -6.95,   -3.45,   -4.47,   -5.02,   -7.37,   -2.15,   -5.78,   -7.69,   -3.54,   -3.40,   -0.19,   -9.26,   -3.69,   -9.54
192906,  -17.65,   12.36,    9.40,    7.27,   11.87,   13.01,    8.39,    7.96,    5.57,   10.15,   16.35,   14.31,   12.16,   12.38,    5.81,    7.43,    8.59,    5.11,    7.27
192907,   -4.83,    3.58,    5.90,    4.89,    2.89,    5.76,    5.01,    6.75,    5.61,    2.04,    4.78,    5.77,    5.74,    5.83,    3.75,    8.26,    4.40,    6.07,    3.20
192908,   10.45,    7.07,   11.97,    6.12,    6.30,   10.25,   11.34,   11.25,    4.64,    6.01,    6.93,    9.42,   11.61,   10.95,   11.96,   13.78,    7.14,    5.38,    0.70
192909,  -13.19,   -4.47,   -4.95,   -6.01,   -5.46,   -2.93,   -4.06,   -6.61,   -5.86,   -6.47,   -3.27,   -1.54,   -5.21,   -4.04,   -4.09,   -6.90,   -6.10,   -5.99,   -5.12
192910,  -28.30,  -23.85,  -14.77,  -12.04,  -24.66,  -21.62,  -13.80,  -11.57,  -13.12,  -25.69,  -22.49,  -21.50,  -21.81,  -15.01,  -11.92,  -11.73,  -11.30,  -11.71,  -20.86
192911,  -11.91,  -14.26,  -10.43,   -8.18,  -13.37,  -15.36,   -9.66,   -9.43,   -8.78,  -13.80,  -12.44,  -16.68,  -13.17,  -10.65,   -8.19,  -10.40,   -7.79,   -8.24,  -12.08
192912,   -4.92,    3.13,    0.43,    1.10,    3.53,    1.91,   -0.05,    0.42,    2.90,    2.78,    5.11,    2.01,    1.74,   -0.75,    0.95,    0.73,   -0.08,    1.93,    9.06
193001,    3.20,    7.34,    3.55,    3.51,    7.02,    7.99,    1.62,    4.92,    2.90,    7.72,    5.59,    8.24,    7.61,    1.37,    1.97,    5.51,    3.93,    2.42,    5.71
193002,    8.15,    3.44,    1.85,    1.63,    2.92,    4.84,    0.90,    1.40,    3.82,    2.43,    3.95,    4.93,    4.68,    2.64,   -1.58,    2.15,    0.15,    4.42,    0.38
193003,   -2.33,    6.79,    8.52,    6.03,    6.74,    6.20,   10.76,    5.83,    6.22,    6.84,    6.53,    6.92,    5.03,    9.57,   12.54,    5.80,    5.90,    5.92,    8.01
193004,   -9.49,   -2.41,   -1.74,   -6.26,   -1.05,   -3.63,   -0.91,   -5.84,   -5.78,   -2.24,    1.41,   -6.23,    0.65,   -1.90,    0.53,   -5.40,   -6.60,   -5.05,  -10.04
193005,  -11.48,    0.64,   -2.29,   -1.62,    0.43,   -0.48,   -2.31,   -1.52,   -2.00,    0.69,   -0.09,    1.25,   -3.16,   -2.32,   -2.30,   -1.62,   -1.35,   -1.97,   -2.22
193006,  -37.41,  -17.70,  -13.28,  -12.81,  -17.74,  -17.08,  -13.75,  -10.60,  -14.24,  -18.24,  -16.75,  -17.58,  -16.29,  -12.44,  -15.65,   -9.92,  -11.80,  -12.93,  -22.28
193007,    2.41,    4.73,    3.56,    4.69,    5.21,    4.04,    3.53,    2.70,    2.42,    5.11,    5.38,    3.49,    5.16,    3.56,    3.42,   -0.46,    5.47,    3.64,   -1.38
193008,   -6.47,    0.97,   -0.72,   -1.76,    1.31,   -0.48,    0.03,   -1.87,   -3.32,    1.96,    0.24,    0.08,   -1.60,    0.30,   -0.83,   -2.63,   -1.25,   -4.61,    0.89
193009,  -16.04,  -12.70,  -11.15,  -17.65,  -13.03,  -12.17,  -10.17,  -14.42,  -21.99,  -13.47,  -12.30,  -11.82,  -12.90,   -9.95,  -10.91,  -12.19,  -16.24,  -22.09,  -21.67
193010,  -14.00,   -9.25,   -7.32,  -11.27,  -10.00,   -7.29,   -7.07,   -9.81,  -13.23,  -10.60,   -9.00,   -7.28,   -7.33,   -6.20,   -9.98,   -8.79,  -10.67,  -14.00,  -10.90
193011,  -16.82,   -2.13,   -3.24,   -5.75,   -2.30,   -1.19,   -4.46,   -5.37,   -3.65,   -4.43,    1.13,   -1.69,   -0.12,   -4.46,   -4.45,   -4.19,   -6.37,   -3.45,   -4.25
193012,  -16.36,   -6.13,   -9.19,  -12.06,   -5.62,   -8.35,   -8.04,  -11.57,  -18.88,   -5.58,   -5.67,   -7.44,  -10.29,   -6.92,  -11.95,  -13.39,   -9.99,  -19.58,  -16.80
193101,   13.38,    4.58,    7.95,   14.99,    4.64,    5.11,    7.52,   14.43,   18.17,    3.75,    6.01,    4.43,    6.60,    6.57,   11.05,   14.81,   14.12,   16.77,   22.15
193102,   11.59,   12.56,    7.10,   13.01,   13.92,    9.62,    5.97,    7.88,   19.13,   13.85,   14.02,    9.03,   10.91,    5.07,    9.23,    3.78,   11.28,   22.05,   11.16
193103,    1.86,   -4.83,   -9.48,   -8.58,   -3.93,   -8.18,   -9.02,   -9.80,   -6.59,   -4.02,   -3.80,   -7.26,  -10.13,   -9.15,   -8.55,  -10.59,   -9.18,   -5.68,   -9.31
193104,  -22.65,   -8.91,  -11.41,  -13.14,   -9.24,   -8.81,  -11.56,  -12.68,  -15.20,   -9.76,   -8.45,   -7.99,  -10.59,  -11.04,  -13.30,  -12.93,  -12.50,  -14.46,  -17.51
193105,  -23.00,  -11.40,  -16.03,  -18.74,  -11.67,  -11.47,  -17.04,  -18.37,  -18.62,  -10.87,  -12.86,  -10.65,  -13.28,  -17.54,  -15.30,  -17.82,  -18.78,  -20.08,  -13.88
193106,    7.65,   13.06,   15.66,   24.53,   12.91,   13.97,   15.13,   22.92,   25.46,   13.00,   12.78,   13.46,   15.15,   14.56,   17.08,   21.13,   24.24,   24.76,   27.57
193107,  -21.28,   -5.20,  -10.14,  -10.22,   -5.35,   -6.76,  -10.60,  -10.73,   -8.77,   -5.18,   -5.64,   -4.59,   -9.47,   -8.12,  -13.54,  -10.51,  -11.24,   -9.64,   -5.22
193108,    3.30,    1.28,   -1.60,   -1.26,    0.51,    1.35,   -0.67,   -1.07,   -0.28,    0.01,    1.38,    4.64,   -2.97,   -0.60,   -0.77,   -0.69,   -1.96,    1.39,   -6.82
193109,  -40.87,  -28.26,  -28.75,  -35.22,  -28.51,  -25.51,  -31.93,  -33.68,  -38.28,  -29.33,  -27.09,  -27.25,  -23.05,  -30.49,  -33.78,  -33.98,  -32.98,  -39.07,  -34.91
193110,    6.69,    9.48,    4.04,   10.61,    9.22,    7.19,    4.39,    7.55,   11.90,    9.95,    8.08,   10.47,    2.83,    4.85,    3.78,    6.59,    9.74,   13.48,    5.63
193111,   -9.05,   -6.12,  -16.38,  -12.93,   -5.87,  -10.40,  -16.82,  -17.28,  -10.46,   -5.70,   -6.15,   -7.06,  -15.20,  -18.44,  -14.67,  -18.48,  -14.64,  -10.74,   -9.26
193112,  -34.21,  -11.66,  -18.72,  -21.55,  -10.64,  -16.41,  -19.09,  -20.59,  -23.83,  -10.53,  -10.83,  -15.65,  -17.62,  -15.83,  -23.23,  -20.92,  -19.88,  -23.12,  -26.80
193201,   16.54,   -3.37,    2.07,    8.42,   -3.67,   -1.11,    1.95,    7.55,    8.30,   -4.15,   -2.89,   -2.15,    0.57,   -2.18,    7.59,    7.09,    8.50,    5.85,   19.07
193202,    5.72,    7.04,    1.72,    0.76,    7.01,    5.45,    2.04,   -1.63,    2.98,    5.26,    9.78,    7.20,    2.69,    2.35,    1.66,   -2.03,   -0.79,    3.93,   -0.74
193203,   -5.75,  -10.29,  -14.94,  -13.38,  -11.02,  -10.59,  -13.21,  -16.64,   -9.43,  -11.02,  -11.02,   -7.29,  -16.02,   -6.97,  -21.07,  -16.83,  -16.25,   -8.31,  -14.02
193204,  -24.17,  -18.16,  -19.84,  -17.06,  -18.08,  -19.74,  -18.01,  -18.34,  -17.05,  -20.49,  -14.41,  -18.50,  -21.98,  -17.71,  -18.47,  -18.97,  -17.06,  -15.52,  -23.74
193205,  -10.83,  -19.28,  -26.23,  -22.79,  -20.50,  -17.77,  -28.02,  -26.45,  -19.63,  -22.09,  -18.27,  -14.43,  -24.06,  -24.92,  -32.42,  -27.15,  -25.04,  -20.08,  -17.78
193206,   -1.36,   -1.78,    0.89,    6.19,   -2.92,    0.22,    3.28,    8.59,    6.78,   -1.47,   -4.86,    2.45,   -4.46,    2.52,    4.47,   10.04,    5.75,    8.97,   -2.00
193207,   45.22,   28.27,   47.08,   66.72,   26.73,   36.36,   47.43,   55.89,   74.05,   30.17,   23.08,   34.62,   42.66,   46.53,   48.83,   50.79,   63.34,   73.84,   74.45
193208,  111.10,   31.47,   51.42,   67.18,   31.11,   37.37,   49.76,   57.41,   81.76,   30.76,   31.51,   32.85,   52.77,   41.59,   62.33,   55.49,   60.00,   72.64,   99.20
193209,  -26.90,   -1.04,   -6.54,   -6.75,    0.47,   -6.29,   -7.98,   -4.96,   -7.65,    0.98,   -0.10,   -6.87,   -4.58,  -10.19,   -5.04,   -3.98,   -6.24,   -4.89,  -12.23
193210,  -26.68,  -10.78,  -17.71,  -23.55,  -11.36,  -11.58,  -16.31,  -20.48,  -25.28,  -12.97,   -9.53,   -8.41,  -20.69,  -12.52,  -21.08,  -18.88,  -22.60,  -24.75,  -26.25
193211,   -5.47,   -2.72,   -9.05,  -15.62,   -3.14,   -2.38,  -10.10,  -10.48,  -19.05,   -3.42,   -2.82,   -1.07,   -6.72,   -9.46,  -10.98,   -8.09,  -13.80,  -18.30,  -20.46
193212,   -7.99,    6.75,    1.06,   -5.97,    7.05,    5.68,    1.52,   -5.81,   -5.12,    7.90,    6.12,    5.56,    6.11,    2.83,   -0.34,   -5.43,   -6.39,   -3.74,   -7.79
193301,  -11.52,    0.00,    2.73,    9.48,   -0.22,    0.45,    4.47,    4.06,   11.98,   -0.22,   -0.22,    0.87,   -1.01,    0.65,    9.98,    1.29,    8.23,    9.41,   17.28
193302,  -17.89,  -15.02,  -16.88,  -18.11,  -14.72,  -17.20,  -15.34,  -17.19,  -21.38,  -16.08,  -13.22,  -16.19,  -20.77,  -13.58,  -17.69,  -17.75,  -16.41,  -21.20,  -21.72
193303,   21.92,    0.98,    9.99,    8.35,    0.19,    6.63,    7.51,    9.91,   11.53,    3.97,   -3.82,    4.12,   15.96,    7.07,    8.13,   12.16,    6.79,   10.37,   13.78
193304,   37.02,   33.72,   52.41,   57.56,   32.64,   42.49,   48.60,   57.98,   59.09,   41.91,   21.96,   37.84,   57.97,   47.10,   50.68,   58.81,   56.79,   57.43,   62.20
193305,  118.28,   17.24,   28.34,   48.26,   17.83,   18.74,   25.87,   38.75,   55.70,   17.95,   17.67,   15.09,   29.32,   27.68,   23.42,   34.88,   44.41,   52.20,   62.07
193306,    5.07,   11.56,   15.72,   21.34,   11.42,   12.98,   15.10,   19.40,   21.12,   11.78,   10.95,   12.06,   15.35,   13.44,   17.43,   17.89,   21.46,   20.52,   22.14
193307,    8.63,   -8.91,  -13.04,   -8.93,   -8.56,  -11.43,  -12.49,  -10.99,   -8.77,   -8.87,   -8.36,  -10.19,  -14.30,  -14.73,   -8.62,  -12.80,   -9.06,  -12.82,    0.98
193308,    0.74,   10.60,   15.41,   17.30,    9.23,   16.56,   15.17,   13.92,   18.84,    8.55,    9.65,   15.76,   18.50,   14.62,   16.06,   11.87,   16.00,   21.93,   12.40
193309,  -20.02,   -9.19,  -12.49,  -19.59,   -9.75,   -7.85,  -12.81,  -15.65,  -24.77,   -8.79,  -10.34,   -7.23,   -9.29,  -10.82,  -15.99,  -16.17,  -15.14,  -22.65,  -29.57
193310,  -18.58,   -6.33,  -10.72,  -17.24,   -6.86,   -5.32,  -10.88,  -16.36,  -17.43,   -6.80,   -6.89,   -4.52,   -7.27,   -9.95,  -12.45,  -15.59,  -17.10,  -18.11,  -15.72
193311,  -14.22,    9.77,   11.80,   11.76,    9.75,   10.07,   12.46,   12.81,    9.07,    7.26,   11.31,    9.85,   10.61,   15.04,    7.97,   11.80,   13.81,    9.90,    7.08
193312,    3.50,    2.12,    2.02,    2.87,    1.77,    2.10,    2.06,    3.48,    6.18,   -0.90,    3.40,    3.26,   -0.78,    0.92,    4.16,    6.57,    0.47,    7.44,    3.06
193401,   41.35,    9.96,   17.62,   26.17,   10.21,   10.70,   18.45,   19.45,   35.20,   12.11,    9.10,    9.14,   14.71,   16.46,   22.01,   19.67,   19.22,   30.15,   48.25
193402,    0.02,   -2.38,   -2.82,   -2.56,   -2.45,   -2.20,   -3.35,   -3.05,   -0.74,   -4.61,   -1.16,   -2.16,   -2.31,   -4.21,   -1.89,   -1.99,   -4.15,   -1.04,   -0.06
193403,    1.76,    0.03,    0.03,   -0.53,    0.15,    0.35,   -0.75,   -0.69,   -0.51,    1.39,   -0.57,   -0.37,    2.12,   -0.95,   -0.40,   -0.83,   -0.54,   -1.42,    1.52
193404,   -4.60,   -1.75,   -2.20,   -4.17,   -1.92,   -0.86,   -1.89,   -4.72,   -5.33,   -0.59,   -2.71,   -1.16,   -0.13,   -2.37,   -1.09,   -6.23,   -3.12,   -5.07,   -5.89
193405,  -21.78,   -6.42,   -8.76,  -13.28,   -6.40,   -7.06,   -7.67,  -11.89,  -15.67,   -5.29,   -7.07,   -6.49,   -8.41,   -6.23,  -10.02,  -12.59,  -11.17,  -16.40,  -14.07
193406,   -9.31,    2.64,    2.32,    2.04,    2.33,    2.97,    2.54,    3.37,    0.39,    1.91,    2.59,    3.65,    1.32,    2.74,    2.20,    3.31,    3.44,    1.73,   -2.48
193407,  -19.50,   -8.43,  -12.12,  -23.39,   -7.74,   -8.68,  -14.82,  -19.17,  -29.88,   -7.45,   -8.42,  -10.21,   -7.39,  -13.62,  -16.83,  -21.15,  -17.77,  -29.78,  -30.07
193408,   19.26,    6.12,    4.65,    6.54,    5.68,    5.44,    5.00,    5.29,    9.58,    5.89,    5.17,    7.27,    3.94,    3.61,    7.40,    6.78,    4.28,    7.81,   13.10
193409,    1.93,   -0.27,   -0.19,   -0.58,   -0.06,   -0.15,   -0.69,   -1.31,    0.85,    0.09,   -0.41,   -0.80,    0.40,   -0.53,   -0.95,   -0.74,   -1.70,    0.30,    1.90
193410,  -15.00,   -0.42,   -2.63,   -6.91,    0.58,   -1.56,   -4.33,   -6.37,   -7.36,    0.22,    1.46,   -3.03,   -0.33,   -5.98,   -1.56,   -6.13,   -6.55,   -7.16,   -7.75
193411,    6.03,   10.33,    5.35,   10.95,   10.80,    5.55,    7.60,   12.65,    5.19,   10.57,   11.35,    9.04,    2.69,    7.51,    7.74,    8.50,   15.53,    6.41,    2.89
193412,   16.47,    0.80,    0.60,   -1.69,    1.05,    0.65,   -0.18,    0.73,   -3.78,   -0.05,    3.67,    0.10,    1.13,   -1.70,    2.23,    2.13,   -0.18,   -4.01,   -3.34
193501,   -7.53,   -3.04,   -2.93,   -8.18,   -2.23,   -3.73,   -2.72,   -6.98,  -10.26,   -2.95,   -0.57,   -5.31,   -2.37,   -2.51,   -3.05,   -7.36,   -6.73,  -11.23,   -8.39
193502,  -16.54,   -0.90,   -1.83,  -12.16,    0.22,   -1.64,   -3.32,   -8.77,  -15.07,   -0.14,    1.03,   -4.13,    0.45,   -3.79,   -2.60,   -6.62,  -10.20,  -16.10,  -13.14
193503,  -20.38,   -3.11,   -3.47,   -8.34,   -3.71,   -2.54,   -2.32,   -8.67,   -9.59,   -3.93,   -3.24,   -1.29,   -3.53,   -2.06,   -2.72,  -10.32,   -7.55,   -7.74,  -12.92
193504,    3.40,    8.15,    9.95,   12.66,    7.13,   10.38,    9.91,   12.06,   13.01,    6.82,    7.83,   11.14,    9.77,    8.98,   11.31,   11.48,   12.44,   13.65,   11.78
193505,   12.76,    3.07,    4.26,    3.62,    2.48,    4.85,    3.95,    2.42,    4.62,    2.54,    2.37,    4.74,    4.95,    2.38,    6.31,    1.54,    2.99,    5.19,    3.54
193506,    5.29,    6.37,    5.62,    6.97,    6.57,    5.96,    4.90,    6.32,    9.08,    6.56,    6.58,    5.82,    6.08,    2.90,    7.77,    7.38,    5.63,   10.57,    6.14
193507,   11.58,    7.21,    6.52,   16.08,    7.30,    7.08,    5.55,   11.70,   13.09,    5.53,    9.14,    6.68,    7.30,    5.17,    6.38,    8.41,   20.90,   16.07,    6.82
193508,   10.84,    2.31,    2.39,    5.41,    2.58,    0.94,    2.32,    4.11,    7.51,    2.89,    2.26,    0.74,    1.05,    2.29,    2.40,    4.86,    2.23,    7.06,    8.53
193509,   24.21,    4.68,    0.83,    0.96,    5.22,    0.10,    1.73,    1.29,   -0.71,    3.93,    6.55,    1.42,   -0.63,    2.44,    0.21,    0.38,    3.61,   -0.35,   -1.52
193510,   13.86,    6.65,    8.08,    6.21,    6.51,    8.38,    7.12,    8.63,    6.60,    4.53,    8.48,    7.55,    8.86,    4.82,   12.10,    9.85,    5.61,    6.73,    6.30
193511,    5.57,    3.07,    5.77,   15.27,    2.81,    5.20,    5.85,    7.09,   18.74,    2.60,    3.01,    4.68,    5.49,    7.26,    2.97,    5.99,    9.94,   15.65,   25.75
193512,    9.62,    3.01,    5.97,    7.60,    2.93,    4.30,    6.30,    7.01,    7.82,    3.55,    2.33,    3.50,    4.75,    3.59,   12.03,    6.92,    7.24,    9.89,    3.48
193601,   51.58,    3.38,    9.47,   13.97,    3.41,    6.37,    8.55,   13.11,   16.53,    3.00,    3.80,    3.20,    8.06,    6.61,   12.34,   14.50,    9.71,   15.37,   19.10
193602,   -3.98,    1.92,    2.94,    7.01,    1.98,    1.62,    4.23,    3.90,    4.72,    1.14,    2.79,    1.56,    1.65,    4.49,    3.74,    1.10,   11.07,    4.03,    6.18
193603,   -3.67,    2.58,    0.14,   -0.90,    3.12,    1.21,   -1.53,    2.16,   -2.86,    0.73,    5.39,   -0.72,    2.22,   -1.92,   -0.80,    2.07,    2.38,   -1.86,   -4.96
193604,   -6.73,   -7.22,   -8.58,  -11.13,   -7.04,   -8.53,   -7.74,  -10.98,  -11.19,   -6.14,   -7.85,   -8.37,   -8.61,   -7.20,   -8.72,  -10.95,  -11.03,  -10.59,  -12.51
193605,   -0.40,    5.06,    5.13,    6.82,    5.40,    4.32,    4.85,    5.87,    7.64,    5.28,    5.52,    2.82,    5.09,    4.89,    4.79,    6.01,    5.53,    5.97,   11.35
193606,   -3.55,    3.58,    2.05,    0.04,    3.80,    1.35,    2.33,    1.80,    0.44,    2.80,    4.73,    2.08,    0.99,    2.38,    2.24,    2.84,   -0.61,    0.81,   -0.33
193607,   11.51,    6.00,    6.28,   11.96,    6.14,    6.09,    5.87,   10.58,   10.66,    8.27,    1.78,    5.17,    7.13,    5.07,    7.61,    7.30,   13.16,    9.73,   14.05
193608,   -2.17,    0.30,    0.84,    4.33,    0.07,    1.17,    0.84,    3.01,    4.27,   -0.47,    1.23,    1.70,    0.58,    0.83,    0.87,    1.18,    4.38,    3.64,    6.48
193609,    9.24,    0.85,    1.24,    0.82,    0.66,    1.42,    1.05,    1.83,    0.44,    0.60,    0.81,    1.97,    0.80,    0.80,    1.57,    2.76,    1.17,   -0.19,    2.59
193610,   16.45,    6.33,    8.70,    8.41,    6.56,    4.65,    9.54,   10.77,    5.27,    7.13,    5.35,    5.01,    4.23,    7.07,   14.76,   10.14,   11.22,    6.04,    2.72
193611,   -0.21,    3.50,    3.42,    0.70,    3.34,    3.88,    3.18,    2.61,    0.32,    2.25,    5.71,    4.48,    3.23,    3.35,    2.85,    4.81,    1.02,    0.96,   -1.90
193612,    3.86,   -1.77,    2.36,    1.71,   -2.11,    0.20,    1.76,    4.46,    1.49,   -2.06,   -2.23,    0.32,    0.08,    0.28,    4.71,    7.90,    1.90,    1.65,    0.90
193701,   23.47,    3.70,    1.69,    6.73,    3.84,    3.71,    0.52,    3.76,   10.24,    5.12,    1.16,    2.84,    4.68,   -0.12,    1.71,    3.75,    3.77,   11.22,    6.73
193702,   -3.95,   -0.14,    0.83,    6.72,   -0.22,    0.77,    0.86,    2.49,    9.49,   -0.05,   -0.58,    0.32,    1.25,   -1.07,    4.41,    0.29,    4.23,    8.46,   13.28
193703,    1.50,   -1.77,   -0.21,    5.75,   -2.04,   -1.61,    0.35,    2.36,    7.98,   -2.37,   -1.32,   -0.12,   -3.22,   -1.44,    3.47,    0.67,    3.64,    6.77,   12.26
193704,   -6.21,   -6.89,   -6.41,  -11.02,   -6.99,   -6.22,   -6.70,   -8.80,  -10.78,   -6.95,   -7.06,   -6.36,   -6.07,   -5.30,   -9.03,   -5.46,  -11.25,  -11.26,   -9.19
